"","year","country","weight","langEn","langFr","langOth","langSurveyFr","langSurveyEn","yrBirth","age","age34m","age35p54","age55p","female","relProtest","relCatho","relJewish","relAllOther","relAllChrist","relNone","married","educBHS","educHS","educUniv","ethnAboriginal","ethnWest","ethnEastEur","ethnSubAfrica","ethnMidEastSthAsia","ethnEastAsia","ethnVisible","yearArrivedCdn","immigrantYrInCdn","immigrant","immigrantTen","immigrantLibIncumb","immigrantConsIncumb","urban","rural","incomeLow","incomeMid","incomeHigh","childrenHH","employed","unionHH","publicSect","nfld","pei","ns","nb","quebec","ontario","manitoba","sask","alberta","bc","west","maritimes","roc","religiosity","rightist","rightist_full","libIdpre88","pConsIdpre88","ndpIdpre88","noIdpre88","libIdpreScale88","pConsIdpreScale88","ndpIdpreScale88","strengthIdpre88","ppFeelLib88","ppFeelPCons88","ppFeelNdp88","leadFeelLibpre88","leadFeelPConspre88","leadFeelNdppre88","votedNot88","votedLib88","votedPCons88","votedNdp88","voted_LCN88","voteIntentNot88","voteIntentLib88","voteIntentCons88","voteIntentNdp88","voteIntent88","issAllEcnMI","issEnvMI","issFrgnMI","issImmgAborMI","issAllSocPrMI","issAllMoralMI","issDeath88","issWomMI","issQcMI","issHlthMI","issRghtsMI","issCorrupMI","issFarmerFeel88","issPoorFeel88","issElderlyFeel88","issWomFemFeel88","issLabourFeel88","issEngCanFeel88","issImmgRaceFeel88","issAborigFeel88","issAmericansFeel88","issImmgAdmit88","issEnvVsJobs88","issQcFeel88","issQcSovBin88","issQcSovBin88_WithRoc","issQcSovFour88","govtRightThing","corrupGovt","polInter1Fed88","polInfo2Fed88","x_polInterest88"
"3449",1988,"CAN",0.969479858875275,1,0,0,0,1,1959,29,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.5,0.5,0,0,0,0,0,0.33,0,0.33,0.35,0.36,0.3,0.4,0.65,0.6,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.9,0.75,0.75,0.01,0.25,0.75,0.75,0.75,NA,0.5,1,0.75,NA,0,NA,0.5,1,0.75,0.75,0.75
"3450",1988,"CAN",0.520347058773041,1,0,0,0,1,1930,58,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,1,0,0,0,1,0,0,1,0.65,0.9,0.28,NA,NA,NA,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,1,0,0,0,0,0,0.8,0.9,0.98,0.75,0.95,0.78,0.68,0.98,NA,0,0,0.87,NA,0,NA,1,1,1,0.5,0.75
"3451",1988,"CAN",1.28031969070435,1,0,0,0,1,1940,48,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,NA,NA,NA,0,1,0,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0.75,0,1,0,0,0,0.66,0,0.66,NA,NA,NA,0.4,0.75,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,0,NA,NA,NA,0.75,0.75,0.75
"3452",1988,"CAN",1.04069411754608,1,0,0,0,1,1939,49,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,0,0,0,0,0,0.33,0,0.33,NA,NA,NA,NA,NA,NA,0,0,1,0,2,0,0,1,0,"Conservatives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.8,1,NA,1,NA,0,0.5,1,NA,0,NA,NA,NA,0.5,0.5,0.5
"3453",1988,"CAN",1.13515305519104,0,1,0,1,0,1949,39,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.33,0,0,0.33,0.7,0.75,0.6,0.5,0.75,0.6,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,0.66,1,0.5,0.5,0.5,0.5
"3454",1988,"CAN",0.77940171957016,1,0,0,0,1,1953,35,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,0,1,0,0,0,1,0,1,0,0.95,0.05,0.1,0.95,0.25,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,NA,0,0,0,0,0,0.8,0.3,0.98,0.95,0.1,0.9,0.15,0.15,NA,0,NA,0.05,NA,0,NA,NA,NA,1,1,1
"3455",1988,"CAN",0.853546440601349,1,0,0,0,1,1927,61,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.66,NA,NA,0,0,0,0,0.33,0,0,0.33,0.6,0.3,0.2,0.65,0,0.4,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,1,0,0,0,0,0,0.5,NA,NA,0,0.15,1,0.65,0.4,NA,0,1,0.4,NA,0,NA,1,0.5,0.5,0.5,0.5
"3456",1988,"CAN",0.969479858875275,1,0,0,0,1,1934,54,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1971,17,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0.33,NA,NA,0,0,1,0,0,0,1,1,0.6,0.45,0.75,0.7,0.65,0.77,0,0,0,1,3,0,0,0,1,"NDP",1,0,0,0,0,0,1,0,0,0,0,0,0.6,0.85,0.95,0.7,1,0.95,0.75,0.7,NA,0,1,0.6,NA,0,NA,1,1,1,0.75,0.875
"3457",1988,"CAN",0.575342774391174,1,0,0,0,1,1956,32,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,NA,0,0,0,1,0,0,0,0,0.75,0.75,0.75,0.65,0.3,0.75,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,1,0,0,0,0,0,NA,0.8,NA,NA,NA,1,NA,NA,NA,0,0.5,NA,NA,0,NA,0.5,0.5,1,0.75,0.875
"3458",1988,"CAN",0.360253095626831,1,0,0,0,1,1930,58,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0.33,NA,NA,0,0,0,0,0,0.33,0,0.33,0.25,0.6,0.4,0.2,0.5,0.5,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.6,0.7,0.7,0.4,0.3,0.7,0.7,0.6,NA,1,1,0.6,NA,0,NA,1,0.5,0.75,0.75,0.75
"3459",1988,"CAN",0.242237612605095,0,1,0,1,0,1960,28,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,NA,0,0,0,1,0,0,0,0,0.75,0.75,0.55,0.45,0.6,0.65,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0.7,0.55,0.65,NA,0.45,NA,0.5,0.65,NA,0,0.5,0.7,NA,0,NA,0.5,0.5,0.5,0.5,0.5
"3460",1988,"CAN",0.455464065074921,0,0,1,0,1,1917,71,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0.75,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,1,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,0.75,0.5,0.625
"3461",1988,"CAN",0.77940171957016,NA,NA,NA,0,1,1936,52,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.5,0.5,1,0,0,0,0.66,0,0,0.66,0.5,0.5,0.4,0.6,0.51,0.8,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.8,0.8,0.5,0.5,0.6,0.6,0.6,NA,1,1,0.6,NA,0,NA,0.5,NA,0.75,0.75,0.75
"3462",1988,"CAN",1.45421981811523,1,0,0,0,1,1948,40,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,0,0,1,0,0,0,0.66,0.66,0.45,0.4,0.75,0.6,0.45,0.9,0,0,0,1,3,0,0,0,1,"NDP",1,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,0.5,1,1,0.9,0.9,NA,1,NA,0.9,NA,0,NA,NA,NA,0.75,0.75,0.75
"3463",1988,"CAN",0.111730426549911,1,0,0,0,1,1939,49,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,0,0,0,0,0,0,0,NA,0.75,0.75,0.35,0.45,0.45,0.25,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0.95,0.95,0.95,0.6,0.4,0.95,0.6,0.75,NA,0,1,0.75,NA,0,NA,0.5,0.5,0.75,0.75,0.75
"3464",1988,"CAN",0.77940171957016,1,0,0,0,1,1926,62,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.33,NA,NA,1,0,0,0,0.66,0,0,0.66,0.65,0.8,0.5,NA,NA,NA,0,0,0,1,3,0,0,0,1,"NDP",1,0,0,0,0,0,NA,0,0,0,0,0,0.75,0.85,1,0.5,0.5,0.9,0.7,0.6,NA,0,NA,0.75,NA,0,NA,NA,NA,0.75,0.5,0.625
"3465",1988,"CAN",0.731678128242493,1,0,0,0,1,1960,28,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.33,NA,NA,0,0,1,0,0,0,1,1,0.3,0.4,0.5,0,0,0.75,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,NA,0,0,0,0,0,0.8,0.8,0.7,0.3,0.8,0.5,0.5,0.5,NA,0,NA,0.4,NA,0,NA,NA,NA,0.75,0.75,0.75
"3466",1988,"CAN",0.969479858875275,1,0,0,0,1,1946,42,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,NA,NA,0,0,0,1,0,0,0,0,0.55,0.6,0.5,0.5,0.6,0.45,0,0,0,1,3,0,0,0,1,"NDP",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.95,0.95,0.95,0.65,0.65,0.95,0.95,0.95,NA,1,1,0.85,NA,0,NA,0.5,0,1,1,1
"3467",1988,"CAN",0.365839064121246,NA,NA,NA,0,1,1965,23,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.3,0.6,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.5,0.6,0.3,0.6,0.3,0.5,0.5,NA,NA,NA,0.3,NA,0,NA,NA,NA,0.5,0,0.25
"3468",1988,"CAN",0.484739929437637,1,0,0,0,1,1924,64,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,0.75,0.875
"3469",1988,"CAN",0.720506191253662,1,0,0,0,1,1954,34,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,0,0,0,0,0,0.33,0.33,0.4,0.6,0.55,0.2,0.45,0.5,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.8,0.8,0.6,0.4,0.5,0.75,0.6,0.65,NA,1,1,0.75,NA,0,NA,0.5,0.5,1,0.75,0.875
"3470",1988,"CAN",1.13515305519104,0,1,0,1,0,1915,73,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,1,0,0,0,0,0.9,0.9,0.4,0.8,0.95,NA,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0.75,0.6,1,0.8,0.51,0.8,0.9,NA,NA,0.5,0.5,0.8,0,0,0,0.5,0,0.75,0.5,0.625
"3471",1988,"CAN",1.36639225482941,0,0,1,0,1,1941,47,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1977,11,1,0,1,0,1,0,1,0,0,1,1,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0.33,0,0,0.33,0.5,0.4,0,0.5,0.6,NA,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0.5,0.8,0.01,NA,0.01,NA,0.01,0.01,NA,0.5,NA,NA,NA,NA,0.5,NA,NA,0,0.75,0.375
"3472",1988,"CAN",1.28031969070435,1,0,0,0,1,1943,45,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0.75,0,1,0,0,0,1,0,1,0.4,0.9,0.3,0.3,0.9,0.4,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.9,0.9,0.85,0.75,0.45,0.9,0.75,0.75,NA,0,1,0.85,NA,0,NA,0,0.5,1,1,1
"3473",1988,"CAN",0.853546440601349,1,0,0,0,1,1927,61,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,1,0,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,1,NA,NA,0,0,0,1,0,0,0,0,0.5,0.75,0,0.2,0.9,0,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0.75,0.5,0.5,0.5,0.75,0.75,NA,0.5,1,0.5,NA,0,NA,0.5,0,0.75,0.5,0.625
"3474",1988,"CAN",1.09751725196838,1,0,0,0,1,1958,30,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1959,29,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,NA,NA,1,0,0,0,1,0,0,1,0.52,0.45,0.45,0.5,0.25,0.25,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,NA,0,0,0,0,0,0.4,1,1,0.6,0.7,1,0.9,1,NA,0,NA,0.8,NA,0,NA,NA,NA,0.75,1,0.875
"3475",1988,"CAN",1.56104111671448,1,0,0,0,1,1967,21,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,1,0,0,0,0.66,0,0,0.66,0.8,0.7,0.5,0.8,NA,NA,0,1,0,0,1,0,1,0,0,"Liberals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,0.4,NA,NA,0.5,NA,NA,NA,1,0,0.5,NA,0,NA,NA,0.5,0.75,0.5,0.625
"3476",1988,"CAN",1.13515305519104,0,1,0,1,0,1926,62,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0.33,0,0.33,0.1,0.7,0.15,0.25,NA,0.75,0,0,1,0,2,0,0,1,0,"Conservatives",0,0,0,0,0,0,1,0,0,0,0,0,0.8,0.7,0.9,0.1,0.15,0.5,0.1,0.25,NA,0.5,0,1,0,0,0,0,1,1,0.5,0.75
"3477",1988,"CAN",0.287671387195587,1,0,0,0,1,1957,31,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.66,NA,NA,1,0,0,0,0.66,0,0,0.66,0.55,0,0.3,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0.7,1,0.8,0.4,0.5,0.65,0.5,0.6,NA,0,NA,0.5,NA,0,NA,NA,NA,0.5,0,0.25
"3478",1988,"CAN",0.520347058773041,1,0,0,0,1,1945,43,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.33,1,1,0,1,0,0,0,1,0,1,0.4,0.7,0.5,0.3,0.75,0.4,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.8,0.65,0.7,0.4,0.3,0.7,0.7,0.7,NA,0.5,1,0.7,NA,0,NA,0.5,0,1,1,1
"3479",1988,"CAN",0.365839064121246,1,0,0,0,1,1957,31,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.25,0,0,0,0,0,0,0.33,0.33,0.7,0.4,0.75,0.4,0.4,0.6,0,0,0,1,3,0,0,0,1,"NDP",1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.75,0.75,0.4,0.4,0.75,0.6,0.75,NA,1,1,0.75,NA,0,NA,0.5,1,0.75,0.75,0.75
"3480",1988,"CAN",0.575342774391174,1,0,0,0,1,1968,20,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.33,NA,NA,0,1,0,0,0,0.66,0,0.66,0.05,0.35,0.45,NA,NA,NA,1,NA,NA,NA,-9,1,NA,NA,NA,"Not",1,0,0,0,0,0,NA,0,0,0,0,0,0.5,0.75,0.95,0,0.2,0.5,0.8,0.5,1,0,NA,0.1,NA,0,NA,NA,NA,0.75,0.5,0.625
"3481",1988,"CAN",2.33820509910583,1,0,0,0,1,1925,63,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0.66,0,0,0.66,0.6,0.6,0.5,NA,NA,NA,0,1,0,0,1,0,1,0,0,"Liberals",1,0,0,0,0,0,0,0,0,0,0,0,NA,1,0.6,NA,0.45,NA,0.75,0.7,NA,0.5,1,0.75,NA,0,NA,0.5,0.5,0.75,0.75,0.75
"3482",1988,"CAN",1.55880343914032,1,0,0,0,1,1945,43,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.66,NA,NA,0,0,0,1,0,0,0,0,0.5,0.7,0.3,0.55,0.75,0.55,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,NA,0,0,0,0,0,0.75,0.7,0.8,0.7,0.65,0.75,0.75,0.75,NA,0.5,NA,0.7,NA,0,NA,NA,NA,1,1,1
"3483",1988,"CAN",1.55880343914032,1,0,0,0,1,1957,31,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.66,1,0.75,0,0,0,1,0,0,0,0,0.55,0.6,0.4,0.4,0.6,0.6,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,NA,0,0,0,0,0,0.7,0.5,0.8,0.7,0.55,0.7,0.7,0.7,NA,NA,NA,0.6,NA,0,NA,NA,NA,1,0.75,0.875
"3484",1988,"CAN",0.720506191253662,1,0,0,0,1,1955,33,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.33,NA,NA,0,0,0,1,0,0,0,0,0.65,0.55,0.9,0.5,0.6,0.9,0,0,0,1,3,0,0,0,1,"NDP",1,0,0,0,0,0,1,0,0,0,0,0,0.8,NA,0.8,0.8,0.9,0.9,0.8,0.7,NA,1,0,0.8,NA,0,NA,0.5,0.5,0.75,0.75,0.75
"3485",1988,"CAN",0.365839064121246,1,0,0,0,1,1961,27,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0.75,0,1,0,0,0,0.66,0,0.66,0.35,0.6,0.45,0.3,0.6,NA,0,0,1,0,2,0,0,1,0,"Conservatives",0,0,0,0,0,0,1,1,0,0,1,0,0.65,0.65,0.7,0.7,0.4,0.7,0.65,0.65,NA,0,1,0.7,NA,0,NA,1,1,0.75,0.75,0.75
"3486",1988,"CAN",0.731678128242493,0,0,1,0,1,1948,40,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1975,13,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.33,NA,NA,0,0,1,0,0,0,0.66,0.66,0.55,0.45,0.75,0.43,NA,0.28,0,0,0,1,3,0,0,0,1,"NDP",1,0,0,0,0,0,1,0,0,0,0,0,0.55,0.1,0.8,0.45,0.95,0.8,0.1,0.8,NA,1,1,0.35,NA,0,NA,1,1,1,1,1
"3487",1988,"CAN",0.484739929437637,1,0,0,0,1,1921,67,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.66,NA,NA,0,0,0,1,0,0,0,0,0.65,0.65,0.7,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.45,0.5,0.6,NA,0.45,NA,0,0,0.45,NA,0,NA,0.5,0.5,0.75,0.75,0.75
"3488",1988,"CAN",0.111730426549911,1,0,0,0,1,1957,31,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.66,NA,NA,0,1,0,0,0,0.66,0,0.66,0.1,0.9,0.75,NA,1,NA,0,0,1,0,2,0,0,1,0,"Conservatives",1,0,0,0,0,0,1,0,0,0,0,0,0.75,1,1,0.1,0.5,1,1,1,NA,0,0.5,0.75,NA,0,NA,0.5,NA,0.75,0.75,0.75
"3489",1988,"CAN",0.365839064121246,0,0,1,0,1,1928,60,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,NA,NA,1,0,0,0,0.66,0,0,0.66,0.9,0.55,0.25,0.9,0.75,0.75,1,NA,NA,NA,-9,1,NA,NA,NA,"Not",1,0,0,0,0,0,1,0,0,0,0,0,0.9,0.9,0.9,0.5,0.5,0.9,0.9,0.9,NA,1,1,0.85,NA,0,NA,1,1,1,0.75,0.875
"3490",1988,"CAN",0.77940171957016,0,0,1,0,1,1970,18,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,0,0,0,0,1,0,1,0,0,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.66,NA,NA,1,0,0,0,0.66,0,0,0.66,0.8,0.4,0.6,NA,NA,NA,0,1,0,0,1,0,1,0,0,"Liberals",0,0,0,0,1,0,1,0,0,0,0,0,0.7,NA,0.85,0.6,0.5,0.5,0.75,0.75,0,0.5,1,0.75,NA,0,NA,1,1,0.75,0.5,0.625
"3491",1988,"CAN",0.111730426549911,1,0,0,0,1,1942,46,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,1,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,0,0,0,0.33,0,0.33,0.5,0.5,0.6,NA,0.3,0.6,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0.75,0.75,0.8,0.5,0.9,0.8,0.5,0.8,NA,1,NA,0.2,NA,0,NA,NA,NA,1,0.75,0.875
